clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,has_cut_meta,decode_backend,cut_backend,run_id
Ukv5f-o20ao_1_s0000173794_e0000183902,Ukv5f-o20ao (1),173.794,183.902,10.108,1.0,1.0,14.53,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000173794_e0000183902.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000191970_e0000200286,Ukv5f-o20ao (1),191.97,200.286,8.316,1.0,1.0,15.46,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000191970_e0000200286.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000208546_e0000213546,Ukv5f-o20ao (1),208.546,213.546,5.0,1.0,1.0,14.47,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000208546_e0000213546.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000222850_e0000227486,Ukv5f-o20ao (1),222.85,227.486,4.636,1.0,1.0,14.66,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000222850_e0000227486.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000227586_e0000233406,Ukv5f-o20ao (1),227.586,233.406,5.82,1.0,1.0,14.6,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000227586_e0000233406.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000246562_e0000251562,Ukv5f-o20ao (1),246.562,251.562,5.0,1.0,1.0,15.72,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000246562_e0000251562.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000250562_e0000255562,Ukv5f-o20ao (1),250.562,255.562,5.0,1.0,1.0,15.24,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000250562_e0000255562.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000258562_e0000263562,Ukv5f-o20ao (1),258.562,263.562,5.0,0.8,1.0,15.03,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000258562_e0000263562.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000262562_e0000267562,Ukv5f-o20ao (1),262.562,267.562,5.0,0.8,1.0,14.89,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000262562_e0000267562.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000269346_e0000274346,Ukv5f-o20ao (1),269.346,274.346,5.0,1.0,1.0,14.37,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000269346_e0000274346.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000273346_e0000278346,Ukv5f-o20ao (1),273.346,278.346,5.0,1.0,1.0,14.55,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000273346_e0000278346.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000281346_e0000284766,Ukv5f-o20ao (1),281.346,284.766,3.42,1.0,1.0,13.63,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000281346_e0000284766.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000287106_e0000292106,Ukv5f-o20ao (1),287.106,292.106,5.0,1.0,1.0,14.89,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000287106_e0000292106.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000291106_e0000296106,Ukv5f-o20ao (1),291.106,296.106,5.0,1.0,1.0,14.3,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000291106_e0000296106.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000295106_e0000300106,Ukv5f-o20ao (1),295.106,300.106,5.0,1.0,1.0,14.83,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000295106_e0000300106.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000329698_e0000337342,Ukv5f-o20ao (1),329.698,337.342,7.644,1.0,1.0,14.56,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000329698_e0000337342.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000365922_e0000372734,Ukv5f-o20ao (1),365.922,372.734,6.812,1.0,1.0,14.8,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000365922_e0000372734.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000398722_e0000410494,Ukv5f-o20ao (1),398.722,410.494,11.772,1.0,1.0,15.58,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000398722_e0000410494.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000431042_e0000434270,Ukv5f-o20ao (1),431.042,434.27,3.228,1.0,1.0,13.4,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000431042_e0000434270.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000434434_e0000438462,Ukv5f-o20ao (1),434.434,438.462,4.028,1.0,1.0,14.2,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000434434_e0000438462.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000438562_e0000441534,Ukv5f-o20ao (1),438.562,441.534,2.972,1.0,1.0,13.42,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000438562_e0000441534.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000448610_e0000455998,Ukv5f-o20ao (1),448.61,455.998,7.388,1.0,1.0,13.94,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000448610_e0000455998.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000456258_e0000459326,Ukv5f-o20ao (1),456.258,459.326,3.068,1.0,1.0,11.46,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000456258_e0000459326.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000459554_e0000467806,Ukv5f-o20ao (1),459.554,467.806,8.252,1.0,1.0,13.05,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000459554_e0000467806.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000479106_e0000482558,Ukv5f-o20ao (1),479.106,482.558,3.452,1.0,1.0,16.1,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000479106_e0000482558.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000482850_e0000489790,Ukv5f-o20ao (1),482.85,489.79,6.94,1.0,1.0,14.7,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000482850_e0000489790.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000489922_e0000493150,Ukv5f-o20ao (1),489.922,493.15,3.228,1.0,1.0,11.23,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000489922_e0000493150.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000496834_e0000501182,Ukv5f-o20ao (1),496.834,501.182,4.348,1.0,1.0,15.31,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000496834_e0000501182.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000501442_e0000506942,Ukv5f-o20ao (1),501.442,506.942,5.5,1.0,1.0,12.85,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000501442_e0000506942.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000513186_e0000518622,Ukv5f-o20ao (1),513.186,518.622,5.436,1.0,1.0,15.34,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000513186_e0000518622.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000520770_e0000524446,Ukv5f-o20ao (1),520.77,524.446,3.676,1.0,1.0,13.98,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000520770_e0000524446.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000529410_e0000531550,Ukv5f-o20ao (1),529.41,531.55,2.14,1.0,1.0,12.22,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000529410_e0000531550.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000535074_e0000542590,Ukv5f-o20ao (1),535.074,542.59,7.516,1.0,1.0,12.62,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000535074_e0000542590.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000580610_e0000585610,Ukv5f-o20ao (1),580.61,585.61,5.0,1.0,1.0,14.98,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000580610_e0000585610.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000584610_e0000589610,Ukv5f-o20ao (1),584.61,589.61,5.0,1.0,1.0,13.38,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000584610_e0000589610.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000588610_e0000593610,Ukv5f-o20ao (1),588.61,593.61,5.0,1.0,1.0,13.54,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000588610_e0000593610.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000633602_e0000638602,Ukv5f-o20ao (1),633.602,638.602,5.0,1.0,1.0,14.27,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000633602_e0000638602.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000637602_e0000642602,Ukv5f-o20ao (1),637.602,642.602,5.0,1.0,1.0,14.25,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000637602_e0000642602.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000641602_e0000646602,Ukv5f-o20ao (1),641.602,646.602,5.0,1.0,1.0,13.89,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000641602_e0000646602.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000645602_e0000650602,Ukv5f-o20ao (1),645.602,650.602,5.0,1.0,1.0,14.35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000645602_e0000650602.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000649602_e0000654602,Ukv5f-o20ao (1),649.602,654.602,5.0,1.0,1.0,15.01,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000649602_e0000654602.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000653602_e0000656734,Ukv5f-o20ao (1),653.602,656.734,3.132,1.0,1.0,14.33,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000653602_e0000656734.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000658946_e0000663946,Ukv5f-o20ao (1),658.946,663.946,5.0,1.0,1.0,16.85,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000658946_e0000663946.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000662946_e0000667946,Ukv5f-o20ao (1),662.946,667.946,5.0,1.0,1.0,16.21,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000662946_e0000667946.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000666946_e0000671946,Ukv5f-o20ao (1),666.946,671.946,5.0,1.0,1.0,15.75,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000666946_e0000671946.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000670946_e0000675946,Ukv5f-o20ao (1),670.946,675.946,5.0,1.0,1.0,14.69,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000670946_e0000675946.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000674946_e0000679946,Ukv5f-o20ao (1),674.946,679.946,5.0,1.0,1.0,14.39,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000674946_e0000679946.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000678946_e0000683946,Ukv5f-o20ao (1),678.946,683.946,5.0,1.0,1.0,14.49,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000678946_e0000683946.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000682946_e0000687946,Ukv5f-o20ao (1),682.946,687.946,5.0,1.0,1.0,12.9,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000682946_e0000687946.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000686946_e0000691946,Ukv5f-o20ao (1),686.946,691.946,5.0,1.0,1.0,13.1,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000686946_e0000691946.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000694306_e0000703710,Ukv5f-o20ao (1),694.306,703.71,9.404,1.0,1.0,14.69,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000694306_e0000703710.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000705794_e0000710794,Ukv5f-o20ao (1),705.794,710.794,5.0,1.0,1.0,16.25,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000705794_e0000710794.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000730850_e0000735850,Ukv5f-o20ao (1),730.85,735.85,5.0,1.0,1.0,15.91,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000730850_e0000735850.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000734850_e0000739850,Ukv5f-o20ao (1),734.85,739.85,5.0,1.0,1.0,13.92,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000734850_e0000739850.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000742850_e0000747678,Ukv5f-o20ao (1),742.85,747.678,4.828,0.8,1.0,14.83,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000742850_e0000747678.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000751906_e0000756906,Ukv5f-o20ao (1),751.906,756.906,5.0,1.0,1.0,13.78,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000751906_e0000756906.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000755906_e0000760906,Ukv5f-o20ao (1),755.906,760.906,5.0,1.0,1.0,13.83,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000755906_e0000760906.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000759906_e0000764906,Ukv5f-o20ao (1),759.906,764.906,5.0,1.0,1.0,13.07,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000759906_e0000764906.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000771906_e0000774718,Ukv5f-o20ao (1),771.906,774.718,2.812,1.0,1.0,11.68,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000771906_e0000774718.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000775874_e0000779614,Ukv5f-o20ao (1),775.874,779.614,3.74,1.0,1.0,17.74,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000775874_e0000779614.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000779746_e0000788510,Ukv5f-o20ao (1),779.746,788.51,8.764,1.0,1.0,15.8,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000779746_e0000788510.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000788610_e0000793054,Ukv5f-o20ao (1),788.61,793.054,4.444,1.0,1.0,15.13,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000788610_e0000793054.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000797346_e0000799870,Ukv5f-o20ao (1),797.346,799.87,2.524,1.0,1.0,14.2,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000797346_e0000799870.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000800002_e0000804446,Ukv5f-o20ao (1),800.002,804.446,4.444,1.0,1.0,14.5,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000800002_e0000804446.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000805250_e0000807358,Ukv5f-o20ao (1),805.25,807.358,2.108,1.0,1.0,15.18,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000805250_e0000807358.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000807458_e0000809470,Ukv5f-o20ao (1),807.458,809.47,2.012,1.0,1.0,14.72,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000807458_e0000809470.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000820194_e0000823134,Ukv5f-o20ao (1),820.194,823.134,2.94,1.0,1.0,19.52,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000820194_e0000823134.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000824098_e0000827358,Ukv5f-o20ao (1),824.098,827.358,3.26,1.0,1.0,17.55,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000824098_e0000827358.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000851202_e0000854974,Ukv5f-o20ao (1),851.202,854.974,3.772,1.0,1.0,17.86,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000851202_e0000854974.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000862338_e0000865918,Ukv5f-o20ao (1),862.338,865.918,3.58,1.0,1.0,17.74,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000862338_e0000865918.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000868546_e0000871614,Ukv5f-o20ao (1),868.546,871.614,3.068,1.0,1.0,18.27,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000868546_e0000871614.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000874978_e0000879358,Ukv5f-o20ao (1),874.978,879.358,4.38,1.0,1.0,17.31,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000874978_e0000879358.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000884098_e0000889310,Ukv5f-o20ao (1),884.098,889.31,5.212,1.0,1.0,14.86,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000884098_e0000889310.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000891426_e0000897246,Ukv5f-o20ao (1),891.426,897.246,5.82,1.0,1.0,15.84,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000891426_e0000897246.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000924322_e0000928030,Ukv5f-o20ao (1),924.322,928.03,3.708,1.0,1.0,17.78,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000924322_e0000928030.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000931138_e0000934814,Ukv5f-o20ao (1),931.138,934.814,3.676,1.0,1.0,18.9,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000931138_e0000934814.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000935298_e0000940638,Ukv5f-o20ao (1),935.298,940.638,5.34,0.8,1.0,15.81,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000935298_e0000940638.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Ukv5f-o20ao_1_s0000957186_e0000962334,Ukv5f-o20ao (1),957.186,962.334,5.148,1.0,1.0,18.03,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\200_292\media\Ukv5f-o20ao_1_s0000957186_e0000962334.mp4,tier2,1,cuda,nvenc,cutfix_smoke_tier2_20260729_01
