clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,has_cut_meta
7638262561955269889_clip0011_t00065,7638262561955269889,65.602,68.798,3.196,1.0,1.0,16.15,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7638262561955269889_clip0011_t00065.mp4,tier3,1
7638262561955269889_clip0012_t00073,7638262561955269889,73.474,76.126,2.652,1.0,1.0,21.32,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7638262561955269889_clip0012_t00073.mp4,tier3,1
7638262561955269889_clip0013_t00076,7638262561955269889,76.962,83.198,6.236,0.714,1.0,19.44,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7638262561955269889_clip0013_t00076.mp4,tier3,1
7638262561955269889_clip0014_t00083,7638262561955269889,83.362,86.974,3.612,1.0,1.0,16.95,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7638262561955269889_clip0014_t00083.mp4,tier3,1
7638262561955269889_clip0015_t00091,7638262561955269889,91.714,94.59,2.876,1.0,1.0,23.22,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7638262561955269889_clip0015_t00091.mp4,tier3,1
7638262561955269889_clip0016_t00094,7638262561955269889,94.722,98.654,3.932,1.0,1.0,21.17,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7638262561955269889_clip0016_t00094.mp4,tier3,1
7638262561955269889_clip0017_t00098,7638262561955269889,98.946,101.31,2.364,1.0,1.0,21.89,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7638262561955269889_clip0017_t00098.mp4,tier3,1
7638262561955269889_clip0018_t00103,7638262561955269889,103.426,108.382,4.956,1.0,1.0,20.6,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7638262561955269889_clip0018_t00103.mp4,tier3,1
7638518699896343824_clip0000_t00004,7638518699896343824,4.61,7.134,2.524,1.0,1.0,1.98,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7638518699896343824_clip0000_t00004.mp4,tier3,1
7638518699896343824_clip0001_t00053,7638518699896343824,53.826,57.214,3.388,1.0,1.0,5.85,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7638518699896343824_clip0001_t00053.mp4,tier3,1
7638518699896343824_clip0002_t00060,7638518699896343824,60.034,62.43,2.396,1.0,1.0,1.52,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7638518699896343824_clip0002_t00060.mp4,tier3,1
7638518699896343824_clip0003_t00085,7638518699896343824,85.57,89.118,3.548,0.75,1.0,2.11,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7638518699896343824_clip0003_t00085.mp4,tier3,1
7638518699896343824_clip0004_t00096,7638518699896343824,96.642,99.774,3.132,1.0,1.0,2.32,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7638518699896343824_clip0004_t00096.mp4,tier3,1
7638518699896343824_clip0005_t00115,7638518699896343824,115.266,117.662,2.396,1.0,1.0,3.42,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7638518699896343824_clip0005_t00115.mp4,tier3,1
7638602199739796756_clip0000_t00007,7638602199739796756,7.106,14.59,7.484,1.0,1.0,7.08,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7638602199739796756_clip0000_t00007.mp4,tier3,1
7638602199739796756_clip0001_t00015,7638602199739796756,15.362,17.694,2.332,1.0,1.0,9.02,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7638602199739796756_clip0001_t00015.mp4,tier3,1
7638602199739796756_clip0002_t00025,7638602199739796756,25.314,29.214,3.9,1.0,1.0,11.01,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7638602199739796756_clip0002_t00025.mp4,tier3,1
7638602199739796756_clip0003_t00029,7638602199739796756,29.346,32.734,3.388,1.0,1.0,9.37,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7638602199739796756_clip0003_t00029.mp4,tier3,1
7638602199739796756_clip0004_t00035,7638602199739796756,35.266,37.662,2.396,1.0,1.0,10.34,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7638602199739796756_clip0004_t00035.mp4,tier3,1
7638602199739796756_clip0005_t00038,7638602199739796756,38.274,42.449,4.175,1.0,1.0,8.64,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7638602199739796756_clip0005_t00038.mp4,tier3,1
7638973946565610773_clip0000_t00005,7638973946565610773,5.73,7.838,2.108,1.0,1.0,-4.02,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7638973946565610773_clip0000_t00005.mp4,tier3,1
7639028463835335952_clip0000_t00002,7639028463835335952,2.338,6.686,4.348,1.0,1.0,1.29,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7639028463835335952_clip0000_t00002.mp4,tier3,1
7639028463835335952_clip0001_t00014,7639028463835335952,14.306,17.054,2.748,1.0,1.0,3.03,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7639028463835335952_clip0001_t00014.mp4,tier3,1
7639028463835335952_clip0002_t00023,7639028463835335952,23.938,26.558,2.62,1.0,1.0,4.65,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7639028463835335952_clip0002_t00023.mp4,tier3,1
7639028463835335952_clip0003_t00029,7639028463835335952,29.954,32.03,2.076,1.0,1.0,3.46,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7639028463835335952_clip0003_t00029.mp4,tier3,1
7639028463835335952_clip0004_t00036,7639028463835335952,36.93,42.014,5.084,1.0,1.0,4.42,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7639028463835335952_clip0004_t00036.mp4,tier3,1
7639028463835335952_clip0005_t00045,7639028463835335952,45.762,48.094,2.332,1.0,1.0,3.08,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7639028463835335952_clip0005_t00045.mp4,tier3,1
7639028463835335952_clip0006_t00052,7639028463835335952,52.418,55.646,3.228,1.0,1.0,5.07,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7639028463835335952_clip0006_t00052.mp4,tier3,1
7639028463835335952_clip0007_t00057,7639028463835335952,57.762,62.398,4.636,1.0,1.0,3.91,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7639028463835335952_clip0007_t00057.mp4,tier3,1
7639028463835335952_clip0008_t00093,7639028463835335952,93.25,97.95,4.7,1.0,1.0,1.9,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7639028463835335952_clip0008_t00093.mp4,tier3,1
7639028463835335952_clip0009_t00099,7639028463835335952,99.906,102.11,2.204,1.0,1.0,0.53,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7639028463835335952_clip0009_t00099.mp4,tier3,1
7639028463835335952_clip0010_t00106,7639028463835335952,106.722,108.99,2.268,1.0,1.0,0.09,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7639028463835335952_clip0010_t00106.mp4,tier3,1
7639341064947797255_clip0000_t00028,7639341064947797255,28.162,30.75,2.588,1.0,1.0,4.66,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7639341064947797255_clip0000_t00028.mp4,tier3,1
7639641433460198664_clip0000_t00022,7639641433460198664,22.562,24.99,2.428,1.0,1.0,3.16,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7639641433460198664_clip0000_t00022.mp4,tier3,1
7639641433460198664_clip0001_t00046,7639641433460198664,46.69,49.79,3.1,1.0,1.0,2.59,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7639641433460198664_clip0001_t00046.mp4,tier3,1
7639641433460198664_clip0002_t00053,7639641433460198664,53.154,55.742,2.588,1.0,1.0,3.83,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7639641433460198664_clip0002_t00053.mp4,tier3,1
7639641433460198664_clip0003_t00057,7639641433460198664,57.826,60.318,2.492,1.0,1.0,4.13,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7639641433460198664_clip0003_t00057.mp4,tier3,1
7639641433460198664_clip0004_t00061,7639641433460198664,61.026,63.838,2.812,1.0,1.0,1.59,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7639641433460198664_clip0004_t00061.mp4,tier3,1
7639641433460198664_clip0005_t00092,7639641433460198664,92.834,94.91,2.076,1.0,1.0,2.92,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7639641433460198664_clip0005_t00092.mp4,tier3,1
7640063825601105173_clip0000_t00005,7640063825601105173,5.218,7.39,2.172,1.0,1.0,8.51,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640063825601105173_clip0000_t00005.mp4,tier3,1
7640063825601105173_clip0001_t00010,7640063825601105173,10.754,14.398,3.644,0.75,1.0,6.26,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640063825601105173_clip0001_t00010.mp4,tier3,1
7640063825601105173_clip0002_t00014,7640063825601105173,14.85,17.726,2.876,1.0,1.0,9.37,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640063825601105173_clip0002_t00014.mp4,tier3,1
7640063825601105173_clip0003_t00018,7640063825601105173,18.914,22.238,3.324,1.0,1.0,4.42,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640063825601105173_clip0003_t00018.mp4,tier3,1
7640063825601105173_clip0004_t00054,7640063825601105173,54.754,57.214,2.46,1.0,1.0,7.06,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640063825601105173_clip0004_t00054.mp4,tier3,1
7640063825601105173_clip0005_t00060,7640063825601105173,60.93,63.07,2.14,1.0,1.0,8.82,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640063825601105173_clip0005_t00060.mp4,tier3,1
7640063825601105173_clip0006_t00070,7640063825601105173,70.914,79.39,8.476,1.0,1.0,6.54,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640063825601105173_clip0006_t00070.mp4,tier3,1
7640063825601105173_clip0007_t00084,7640063825601105173,84.258,88.254,3.996,1.0,1.0,9.51,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640063825601105173_clip0007_t00084.mp4,tier3,1
7640063825601105173_clip0008_t00088,7640063825601105173,88.418,92.67,4.252,1.0,1.0,2.67,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640063825601105173_clip0008_t00088.mp4,tier3,1
7640063825601105173_clip0009_t00100,7640063825601105173,100.61,103.038,2.428,1.0,1.0,-3.91,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640063825601105173_clip0009_t00100.mp4,tier3,1
7640063825601105173_clip0010_t00103,7640063825601105173,103.202,105.406,2.204,1.0,1.0,-3.22,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640063825601105173_clip0010_t00103.mp4,tier3,1
7640076740022390036_clip0000_t00010,7640076740022390036,10.242,12.286,2.044,1.0,1.0,9.09,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640076740022390036_clip0000_t00010.mp4,tier3,1
7640076740022390036_clip0001_t00020,7640076740022390036,20.898,24.478,3.58,1.0,1.0,9.22,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640076740022390036_clip0001_t00020.mp4,tier3,1
7640076740022390036_clip0002_t00027,7640076740022390036,27.362,30.654,3.292,1.0,1.0,11.76,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640076740022390036_clip0002_t00027.mp4,tier3,1
7640076740022390036_clip0003_t00034,7640076740022390036,34.082,36.158,2.076,1.0,1.0,7.98,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640076740022390036_clip0003_t00034.mp4,tier3,1
7640076740022390036_clip0004_t00046,7640076740022390036,46.722,54.142,7.42,1.0,1.0,9.98,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640076740022390036_clip0004_t00046.mp4,tier3,1
7640076740022390036_clip0005_t00054,7640076740022390036,54.242,57.342,3.1,1.0,1.0,9.78,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640076740022390036_clip0005_t00054.mp4,tier3,1
7640076740022390036_clip0006_t00079,7640076740022390036,79.714,84.99,5.276,1.0,1.0,11.47,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640076740022390036_clip0006_t00079.mp4,tier3,1
7640181038324600085_clip0000_t00003,7640181038324600085,3.426,6.334,2.908,1.0,1.0,0.57,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640181038324600085_clip0000_t00003.mp4,tier3,1
7640181038324600085_clip0001_t00008,7640181038324600085,8.45,14.878,6.428,1.0,1.0,2.77,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640181038324600085_clip0001_t00008.mp4,tier3,1
7640181038324600085_clip0002_t00020,7640181038324600085,20.546,23.742,3.196,1.0,1.0,0.29,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640181038324600085_clip0002_t00020.mp4,tier3,1
7640730696369048852_clip0000_t00000,7640730696369048852,0.002,3.006,3.004,1.0,1.0,-0.5,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640730696369048852_clip0000_t00000.mp4,tier3,1
7640730696369048852_clip0001_t00003,7640730696369048852,3.426,5.79,2.364,1.0,1.0,-0.66,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640730696369048852_clip0001_t00003.mp4,tier3,1
7640730696369048852_clip0002_t00022,7640730696369048852,22.882,25.726,2.844,1.0,1.0,-5.44,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640730696369048852_clip0002_t00022.mp4,tier3,1
7640730696369048852_clip0003_t00029,7640730696369048852,29.986,32.734,2.748,1.0,1.0,9.43,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640730696369048852_clip0003_t00029.mp4,tier3,1
7640730696369048852_clip0004_t00046,7640730696369048852,46.434,48.606,2.172,1.0,1.0,-2.31,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640730696369048852_clip0004_t00046.mp4,tier3,1
7640856112303983889_clip0000_t00004,7640856112303983889,4.802,9.502,4.7,1.0,1.0,7.4,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640856112303983889_clip0000_t00004.mp4,tier3,1
7640856112303983889_clip0001_t00010,7640856112303983889,10.626,18.942,8.316,1.0,1.0,9.02,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640856112303983889_clip0001_t00010.mp4,tier3,1
7640856112303983889_clip0002_t00021,7640856112303983889,21.954,24.478,2.524,1.0,1.0,10.99,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640856112303983889_clip0002_t00021.mp4,tier3,1
7640856112303983889_clip0003_t00036,7640856112303983889,36.674,38.75,2.076,1.0,1.0,6.9,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640856112303983889_clip0003_t00036.mp4,tier3,1
7640856112303983889_clip0004_t00042,7640856112303983889,42.626,47.55,4.924,1.0,1.0,8.16,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640856112303983889_clip0004_t00042.mp4,tier3,1
7641060020297157889_clip0000_t00000,7641060020297157889,0.002,5.566,5.564,1.0,1.0,12.42,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641060020297157889_clip0000_t00000.mp4,tier3,1
7641136380827012373_clip0000_t00000,7641136380827012373,0.258,2.75,2.492,1.0,1.0,-3.24,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641136380827012373_clip0000_t00000.mp4,tier3,1
7641198602236267797_clip0000_t00007,7641198602236267797,7.33,9.694,2.364,1.0,1.0,27.36,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641198602236267797_clip0000_t00007.mp4,tier3,1
7641198602236267797_clip0001_t00017,7641198602236267797,17.282,19.326,2.044,1.0,1.0,25.15,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641198602236267797_clip0001_t00017.mp4,tier3,1
7641198602236267797_clip0002_t00027,7641198602236267797,27.394,30.11,2.716,1.0,1.0,27.54,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641198602236267797_clip0002_t00027.mp4,tier3,1
7641198602236267797_clip0003_t00039,7641198602236267797,39.714,41.822,2.108,1.0,1.0,25.6,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641198602236267797_clip0003_t00039.mp4,tier3,1
7641222845879586064_clip0000_t00000,7641222845879586064,0.002,10.526,10.524,1.0,1.0,24.5,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641222845879586064_clip0000_t00000.mp4,tier3,1
7641222845879586064_clip0001_t00011,7641222845879586064,11.074,16.83,5.756,1.0,1.0,24.7,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641222845879586064_clip0001_t00011.mp4,tier3,1
7641222845879586064_clip0002_t00017,7641222845879586064,17.122,25.758,8.636,1.0,1.0,24.18,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641222845879586064_clip0002_t00017.mp4,tier3,1
7641222845879586064_clip0003_t00025,7641222845879586064,25.954,36.062,10.108,1.0,1.0,24.05,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641222845879586064_clip0003_t00025.mp4,tier3,1
7641434012375928072_clip0000_t00042,7641434012375928072,42.306,45.15,2.844,1.0,1.0,-3.91,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641434012375928072_clip0000_t00042.mp4,tier3,1
7641434012375928072_clip0001_t00046,7641434012375928072,46.754,49.854,3.1,1.0,1.0,-3.72,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641434012375928072_clip0001_t00046.mp4,tier3,1
7641434012375928072_clip0002_t00051,7641434012375928072,51.65,54.046,2.396,1.0,1.0,-1.05,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641434012375928072_clip0002_t00051.mp4,tier3,1
7641434012375928072_clip0003_t00054,7641434012375928072,54.306,57.054,2.748,1.0,1.0,-2.31,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641434012375928072_clip0003_t00054.mp4,tier3,1
7641434012375928072_clip0004_t00057,7641434012375928072,57.314,59.486,2.172,1.0,1.0,-3.58,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641434012375928072_clip0004_t00057.mp4,tier3,1
7641434012375928072_clip0005_t00059,7641434012375928072,59.906,63.806,3.9,0.75,1.0,-0.28,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641434012375928072_clip0005_t00059.mp4,tier3,1
7641434012375928072_clip0006_t00068,7641434012375928072,68.354,76.702,8.348,0.875,1.0,-0.51,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641434012375928072_clip0006_t00068.mp4,tier3,1
7641434012375928072_clip0007_t00077,7641434012375928072,77.026,81.438,4.412,0.75,1.0,-0.11,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641434012375928072_clip0007_t00077.mp4,tier3,1
7641434012375928072_clip0008_t00089,7641434012375928072,89.218,94.686,5.468,1.0,1.0,-0.52,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641434012375928072_clip0008_t00089.mp4,tier3,1
7641434012375928072_clip0009_t00094,7641434012375928072,94.882,98.334,3.452,1.0,1.0,-0.17,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641434012375928072_clip0009_t00094.mp4,tier3,1
7641434012375928072_clip0010_t00098,7641434012375928072,98.434,102.718,4.284,1.0,1.0,-1.11,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641434012375928072_clip0010_t00098.mp4,tier3,1
7641466267358072085_clip0000_t00003,7641466267358072085,3.362,6.142,2.78,1.0,1.0,24.94,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641466267358072085_clip0000_t00003.mp4,tier3,1
7641475225837784338_clip0000_t00000,7641475225837784338,0.29,7.23,6.94,1.0,1.0,18.65,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641475225837784338_clip0000_t00000.mp4,tier3,1
7641475225837784338_clip0001_t00007,7641475225837784338,7.714,12.734,5.02,1.0,1.0,19.08,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641475225837784338_clip0001_t00007.mp4,tier3,1
7641475225837784338_clip0002_t00013,7641475225837784338,13.218,24.382,11.164,1.0,1.0,18.59,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641475225837784338_clip0002_t00013.mp4,tier3,1
7641562675729681684_clip0000_t00003,7641562675729681684,3.49,9.854,6.364,1.0,1.0,14.83,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641562675729681684_clip0000_t00003.mp4,tier3,1
7641562675729681684_clip0001_t00011,7641562675729681684,11.17,15.23,4.06,0.75,1.0,15.29,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641562675729681684_clip0001_t00011.mp4,tier3,1
7641562675729681684_clip0002_t00051,7641562675729681684,51.97,54.654,2.684,1.0,1.0,14.47,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641562675729681684_clip0002_t00051.mp4,tier3,1
7641786063647706384_clip0000_t00000,7641786063647706384,0.162,2.238,2.076,1.0,1.0,9.75,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641786063647706384_clip0000_t00000.mp4,tier3,1
7641786063647706384_clip0001_t00002,7641786063647706384,2.434,9.31,6.876,1.0,1.0,8.62,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641786063647706384_clip0001_t00002.mp4,tier3,1
7641839768522837266_clip0000_t00021,7641839768522837266,21.698,25.598,3.9,0.75,1.0,10.91,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7641839768522837266_clip0000_t00021.mp4,tier3,1
